feat_MedInc,feat_HouseAge,feat_AveRooms,feat_AveBedrms,feat_Population,feat_AveOccup,feat_Latitude,feat_Longitude,price,Latitude,Longitude,main_MedInc,main_HouseAge,main_AveRooms,main_AveBedrms,main_Population,main_AveOccup,main_Latitude,main_Longitude,joint_00_main_MedInc,joint_01_main_Latitude,joint_02_main_Longitude,joint_03_main_AveOccup,joint_04_main_AveRooms,joint_05_main_HouseAge,joint_06_main_Population,joint_07_main_AveBedrms,joint_08_inter_Latitude×Longitude,joint_09_inter_MedInc×AveOccup,joint_10_inter_HouseAge×AveOccup,joint_11_inter_MedInc×AveRooms,joint_12_inter_MedInc×Longitude,joint_13_inter_MedInc×HouseAge,joint_14_inter_MedInc×Latitude,joint_15_inter_AveOccup×Latitude,joint_16_inter_HouseAge×Latitude,joint_17_inter_AveOccup×Longitude,joint_18_inter_HouseAge×Longitude,joint_19_inter_AveRooms×Latitude,umap_1,umap_2,cluster,cluster_refined,umap_1_refined,umap_2_refined,cluster_two
2.5833,26.0,5.05511811023622,0.9409448818897638,820.0,3.228346456692913,36.9,-119.98,0.623,36.9,-119.98,-0.36161172,0.00052723894,-0.110211164,-0.02149335,-0.01513447,-0.20459457,-0.06857687,0.37770444,-0.36161172,-0.06857687,0.37770444,-0.20459457,-0.110211164,0.00052723894,-0.01513447,-0.02149335,-0.5160379,0.03859763,-0.0013008565,-0.014711581,0.024345346,0.0033474157,-0.025168002,-0.021896362,-0.0034631193,-0.0074513108,-0.0019487515,0.00420326,1.7459226,8.35723,6,4,11.758823,9.492175,0
2.6797,16.0,4.540048543689321,0.9720873786407768,2434.0,2.953883495145631,33.62,-114.6,0.865,33.62,-114.6,-0.3424423,-0.095052265,-0.10872242,-0.0036566611,0.021242954,-0.068819776,1.014104,-1.0271028,-0.3424423,1.014104,-1.0271028,-0.068819776,-0.10872242,-0.095052265,0.021242954,-0.0036566611,-0.37433097,0.007511299,0.030732185,-5.0719827e-05,-0.02768588,0.014799975,0.029566526,0.0049857795,-0.048648417,-0.026804745,0.05485761,-0.0033414662,5.892575,1.6748528,1,0,-0.55024797,0.18611182,1
9.8214,33.0,7.619389587073608,1.0682226211849193,1534.0,2.754039497307002,33.77,-118.33,5.00001,33.77,-118.33,2.0133018,0.031276517,0.3422777,0.018305304,0.013753289,-0.031380255,0.44665778,-0.12547147,2.0133018,0.44665778,-0.12547147,-0.031380255,0.3422777,0.031276517,0.013753289,0.018305304,0.20543462,0.03600322,-0.004851483,-0.07304419,-0.03982962,-0.016542453,-0.06784335,0.011081547,0.02025479,0.004718881,0.012241462,0.02510649,9.517649,1.710244,1,0,2.8952122,1.0575491,1
4.3542,36.0,6.3112033195020745,1.049792531120332,736.0,3.0539419087136928,37.59,-122.5,2.375,37.59,-122.5,0.0056815073,0.029357504,0.06641582,0.0047016316,-0.030364469,-0.13384713,-0.1548296,1.1197971,0.0056815073,-0.1548296,1.1197971,-0.13384713,0.06641582,0.029357504,-0.030364469,0.0047016316,0.012093306,-0.03378018,-0.021623693,0.030992998,0.08633602,-0.016633863,0.031850442,-0.0071738064,-0.016401835,-0.009658515,0.018924415,-0.0012706742,-1.3754209,3.3211942,2,8,11.887582,4.368033,0
3.6588,45.0,4.93993993993994,1.0405405405405406,2466.0,3.702702702702703,37.7,-122.47,2.386,37.7,-122.47,-0.1460459,0.020777658,-0.10763845,0.0032588313,0.032571107,-0.2890132,-0.356646,1.1362925,-0.1460459,-0.356646,1.1362925,-0.2890132,-0.10763845,0.020777658,0.032571107,0.0032588313,-0.03938359,-0.02059728,-0.01782918,0.02274989,0.06474233,0.0027000178,0.016743585,0.006324157,-0.02254656,-0.0053516626,0.03403747,0.0013746917,-1.5917232,3.1329029,2,8,12.025082,4.1971374,0
2.2337,23.0,5.491428571428571,1.1742857142857144,872.0,2.4914285714285715,40.92,-121.63,0.645,40.92,-121.63,-0.46756887,0.010999642,-0.04780505,0.04337461,-0.012459468,0.08315034,-0.8781851,0.60000813,-0.46756887,-0.8781851,0.60000813,0.08315034,-0.04780505,0.010999642,-0.012459468,0.04337461,-0.30594486,-0.025073808,0.0048304726,-0.018565176,0.017790094,-0.0070864083,0.02490592,-0.01356256,-0.00022232533,-0.02411078,0.006934285,0.0077155232,-2.968821,7.784803,-1,8,12.521475,6.341713,0
2.625,47.0,4.963855421686747,1.3433734939759037,533.0,3.210843373493976,37.74,-122.16,0.982,37.74,-122.16,-0.39117855,-0.0066401362,-0.12196913,0.049430642,-0.015715815,-0.20224746,-0.36129966,0.6778965,-0.39117855,-0.36129966,0.6778965,-0.20224746,-0.12196913,-0.0066401362,-0.015715815,0.049430642,-0.2305837,0.04113642,-0.016325012,0.007829409,0.02243562,-0.026665704,-0.0089049935,-0.014220983,-0.007248491,0.008099884,-0.0062868,-0.0010540485,-0.03457098,7.3412666,6,8,12.756873,7.0940576,0
6.2488,16.0,5.461538461538462,0.9031339031339032,1324.0,3.772079772079772,33.71,-117.9,2.52,33.71,-117.9,0.73500514,-0.08928282,-0.04485653,-0.008072298,-0.0018151775,-0.30288833,0.65560937,-0.311157,0.73500514,0.65560937,-0.311157,-0.30288833,-0.04485653,-0.08928282,-0.0018151775,-0.008072298,-0.001337707,-0.06880458,0.055731975,-0.045883454,-0.04858616,-0.011730969,-0.05971025,-0.04373485,-0.023491502,0.04225251,0.0113423765,-0.016796142,8.065662,2.8505676,1,0,-0.06317579,2.651043,1
4.05,35.0,4.94006309148265,1.0126182965299684,1396.0,4.403785488958991,34.12,-117.89,1.413,34.12,-117.89,-0.010496907,0.03193787,-0.08941005,0.0062032556,-0.0015527643,-0.33606863,0.55595124,-0.2980752,-0.010496907,0.55595124,-0.2980752,-0.33606863,-0.08941005,0.03193787,-0.0015527643,0.0062032556,-0.08200255,-0.04687123,-0.033467546,0.0071839504,-0.028858736,-0.011735246,0.012880996,-0.043664396,0.00795266,0.033526376,-0.0038361847,-0.0030600727,11.64371,8.357012,1,0,-2.0218275,6.2560534,1
6.0088,36.0,5.3752808988764045,0.997752808988764,1346.0,3.0247191011235954,33.89,-118.34,2.459,33.89,-118.34,0.6835004,0.016596206,-0.056488235,-0.001711511,-0.002498975,-0.10646278,0.32630116,-0.09289169,0.6835004,0.32630116,-0.09289169,-0.10646278,-0.056488235,0.016596206,-0.002498975,-0.001711511,0.020475563,-0.03277129,-0.014473826,-0.03649348,-0.0150289945,0.029454164,-0.0055455714,-0.0039352924,0.004627958,-0.001609493,-0.0018480346,-0.020715564,11.107675,6.480452,1,0,-0.26684937,4.7905283,1
3.2857,21.0,3.945827232796486,1.0351390922401171,1888.0,2.764275256222548,33.79,-117.99,2.133,33.79,-117.99,-0.23674403,0.0048818784,-0.13133548,-0.008873828,0.021809097,-0.025368026,0.46897906,-0.26962382,-0.23674403,0.46897906,-0.26962382,-0.025368026,-0.13133548,0.0048818784,0.021809097,-0.008873828,-0.021560207,-0.0038400555,0.010158806,0.0088565275,-0.0107641965,-0.008926599,0.0444327,0.011567622,0.009664804,0.0024564117,-0.0008095354,-0.0126012415,9.789536,7.4547563,1,0,-0.18066528,6.39502,1
3.1576,24.0,5.234177215189874,1.0042194092827004,1101.0,2.3227848101265822,34.94,-120.44,1.472,34.94,-120.44,-0.22588368,0.0007892726,-0.1008763,-0.0042937193,-0.002114654,0.23987237,0.25344172,0.3391911,-0.22588368,0.25344172,0.3391911,0.23987237,-0.1008763,0.0007892726,-0.002114654,-0.0042937193,-0.41803372,-0.024326764,0.018632114,0.010716626,-0.01717338,-0.017210996,-0.004461512,0.002693966,-0.009039521,-0.020443026,-0.002626527,0.005386248,2.9132621,8.279069,6,4,10.860284,9.799725,0
3.0296,52.0,3.504819277108434,1.0253012048192771,1711.0,2.06144578313253,37.79,-122.41,5.00001,37.79,-122.41,-0.3263918,0.07950783,-0.20447451,-0.010261225,-0.0008404441,0.40830246,-0.37171778,1.0392556,-0.3263918,-0.37171778,1.0392556,0.40830246,-0.20447451,0.07950783,-0.0008404441,-0.010261225,0.1358887,-0.012025937,0.03456281,0.023719579,0.112529635,0.017069846,0.032649104,0.04814205,0.026391394,0.022204518,0.05332148,0.008421171,-0.9192225,2.2997277,2,3,13.731978,2.5972705,0
3.1827,21.0,6.241935483870968,1.5161290322580645,724.0,3.89247311827957,33.88,-115.58,0.717,33.88,-115.58,-0.21535355,0.0032457747,0.04679641,0.037298672,-0.02677453,-0.3025102,0.40948817,-1.0091801,-0.21535355,0.40948817,-1.0091801,-0.3025102,0.04679641,0.0032457747,-0.02677453,0.037298672,-0.14139676,0.014296249,0.012407169,0.024794158,-0.032245696,-0.002712856,0.012981847,-0.019393072,0.011791825,0.06495321,-0.0105704665,0.009058222,7.417672,8.059817,1,0,0.059695117,7.4375687,1
2.7763,30.0,4.231884057971015,1.0614216701173222,3147.0,2.17184265010352,34.08,-117.88,1.878,34.08,-117.88,-0.34875333,0.054518126,-0.110501975,0.018192532,0.052972324,0.3195675,0.5809987,-0.2821635,-0.34875333,0.5809987,-0.2821635,0.3195675,-0.110501975,0.054518126,0.052972324,0.018192532,-0.09252399,-0.094666876,0.011563115,0.029865682,-0.004401922,-0.026534975,0.026755542,0.030986786,0.0045816004,-0.051019937,0.0011765808,-0.015930146,8.795927,6.2072725,1,0,1.9554611,6.2227764,1
4.65,39.0,5.157622739018088,1.005167958656331,1029.0,2.6589147286821704,33.97,-118.03,2.243,33.97,-118.03,0.17059484,0.045218155,-0.08661562,-0.008932638,-0.008406923,0.016138818,0.2708115,-0.20650347,0.17059484,0.2708115,-0.20650347,0.016138818,-0.08661562,0.045218155,-0.008406923,-0.008932638,0.03785885,0.0041540815,-0.026832405,-0.0023092702,-0.03570073,0.005087629,0.0069075525,0.0030087382,0.007751733,0.002930306,0.0077842027,-0.019159645,10.945243,6.653655,1,0,-0.008640328,5.335992,1
5.128,25.0,6.045180722891566,0.9066265060240964,1135.0,3.4186746987951806,32.78,-115.57,0.996,32.78,-115.57,0.28760597,0.020174567,0.052664183,-0.020706888,0.007198262,-0.22218084,1.1048533,-1.0298858,0.28760597,1.1048533,-1.0298858,-0.22218084,0.052664183,0.020174567,0.007198262,-0.020706888,-0.38973576,-0.083613835,-0.02062346,-0.0001913372,-0.095083594,0.006832448,-0.0031198561,-0.02939123,0.0147999525,0.021409929,-0.012149572,0.02647379,7.431763,1.6100293,1,0,-1.1006137,0.92109686,1
2.3958,15.0,5.081818181818182,1.0454545454545454,844.0,2.5575757575757576,39.68,-121.6,1.112,39.68,-121.6,-0.4497881,-0.08620247,-0.114113554,0.004712643,-0.016744005,0.054193005,-0.82233965,0.57718796,-0.4497881,-0.82233965,0.57718796,0.054193005,-0.114113554,-0.08620247,-0.016744005,0.004712643,-0.26545978,-0.015115013,0.011856561,-0.015439071,0.015346214,0.035240788,0.036325693,-0.012264639,0.060640454,-0.022106767,-0.0026239157,0.026881307,-4.620441,6.571865,7,8,9.54311,6.78884,0
4.8693,45.0,5.986754966887418,1.043046357615894,800.0,2.6490066225165565,33.83,-118.17,2.777,33.83,-118.17,0.17899004,0.011730762,0.012557648,0.0021204557,-0.017999,0.014003245,0.43487138,-0.25865588,0.17899004,0.43487138,-0.25865588,0.014003245,0.012557648,0.011730762,-0.017999,0.0021204557,0.013127074,0.02112439,-0.011594577,0.034167603,-0.03574363,0.03167744,0.00916487,0.007181525,-0.024934009,-0.0015587509,-0.0003014356,0.018232793,11.654703,5.82126,1,0,0.17783421,4.9393525,1
3.6875,39.0,4.436018957345971,0.919431279620853,691.0,3.2748815165876777,33.98,-118.09,1.695,33.98,-118.09,-0.105063066,0.04863931,-0.12895337,-0.0078871865,-0.034505434,-0.21703616,0.28890643,-0.18538235,-0.105063066,0.28890643,-0.18538235,-0.21703616,-0.12895337,0.04863931,-0.034505434,-0.0078871865,0.024751306,-0.028499924,-0.026158065,0.014431499,-0.019550882,-0.021556718,0.031109735,-0.012698695,0.0030742586,0.0062986687,0.0053409934,-0.020730361,11.14606,8.594301,1,0,-1.8869009,5.946667,1
2.8519,17.0,5.047808764940239,1.0298804780876494,1764.0,3.5139442231075697,37.43,-120.79,0.807,37.43,-120.79,-0.29767567,-0.04543041,-0.099979706,-0.0016144295,0.01943959,-0.24843657,-0.09291518,0.49200764,-0.29767567,-0.09291518,0.49200764,-0.24843657,-0.099979706,-0.04543041,0.01943959,-0.0016144295,-0.35602266,0.024051413,0.024230912,0.005349759,0.022645876,0.012183048,-0.025823027,-0.020620063,-0.00721702,-0.01041358,0.012463249,-0.0020868182,1.6500372,7.1091404,6,-1,10.871647,7.8915205,0
3.1319,25.0,4.30188679245283,1.0943396226415094,370.0,3.490566037735849,37.74,-121.44,1.125,37.74,-121.44,-0.25566015,0.008055203,-0.1292139,0.0277249,-0.040217973,-0.2571717,-0.37190068,0.5064275,-0.25566015,-0.37190068,0.5064275,-0.2571717,-0.1292139,0.008055203,-0.040217973,0.0277249,-0.22607522,0.020423643,-0.0041581467,0.030145645,0.020231009,-0.0027805162,-0.0026001334,-0.0059069693,-0.00890258,-0.0010258406,0.006673351,0.010432512,-0.06654803,6.722924,6,8,12.657078,7.139477,0
7.2216,13.0,7.646251319957761,1.0633579725448783,3221.0,3.4012671594508976,37.77,-121.97,3.246,37.77,-121.97,1.1618108,-0.07888835,0.36857527,0.0237748,0.053642165,-0.21454036,-0.41306865,0.54760313,1.1618108,-0.41306865,0.54760313,-0.21454036,0.36857527,-0.07888835,0.053642165,0.0237748,-0.09544253,0.025884233,0.031385563,-0.025209561,-0.013741061,-0.031020314,0.01582244,0.006690994,0.03208272,-0.00042419136,0.00628978,0.006180063,1.809622,3.1750634,9,7,9.27227,3.8165016,0
3.212,31.0,5.173277661795408,0.9686847599164928,1346.0,2.8100208768267225,34.83,-114.61,0.704,34.83,-114.61,-0.21520704,0.052021053,-0.10213223,-0.012268516,-0.0030856952,-0.0378366,0.23434596,-1.026432,-0.21520704,0.23434596,-1.026432,-0.0378366,-0.10213223,0.052021053,-0.0030856952,-0.012268516,-0.16414583,-0.026715472,-0.021350436,0.013953801,-0.021792352,-0.00892075,0.026923843,-0.010464691,-0.004265804,-0.008605242,-0.018830717,-0.00050581247,7.2455096,7.334332,1,0,-0.85278517,7.147722,1
4.2743,28.0,6.077338129496403,0.9928057553956836,1543.0,2.775179856115108,38.68,-121.34,1.24,38.68,-121.34,0.035436828,0.040607773,0.034227174,0.0072079827,0.016540617,-0.023232428,-0.5867436,0.4991337,0.035436828,-0.5867436,0.4991337,-0.023232428,0.034227174,0.040607773,0.016540617,0.0072079827,-0.2789179,0.0027292026,-0.013104168,0.023140723,0.0059495047,-0.0084494995,-0.060915083,0.0070445538,-0.021146089,0.0029379874,0.0053606182,-0.0016609728,-2.1046257,5.2184277,16,8,11.615086,5.54377,0
1.7772,45.0,3.882608695652174,1.1434782608695653,1475.0,3.2065217391304346,37.79,-122.25,0.975,37.79,-122.25,-0.56320703,0.0030541383,-0.13901958,0.042900912,0.009484841,-0.19870213,-0.28357694,0.8249363,-0.56320703,-0.28357694,0.8249363,-0.19870213,-0.13901958,0.0030541383,0.009484841,0.042900912,-0.21005517,0.045631908,-0.01362554,0.025477506,-0.008812517,-0.020349804,-0.035181522,-0.020408064,-0.0054401755,0.0132265985,-0.0072339177,-0.018247277,-0.0959404,7.366481,6,8,12.587989,7.1598167,0
1.3676,26.0,5.104895104895105,1.1048951048951048,880.0,3.076923076923077,35.99,-119.31,0.478,35.99,-119.31,-0.5795651,0.0026654047,-0.11320871,0.022059768,-0.009181544,-0.13062409,0.12337816,0.28035235,-0.5795651,0.12337816,0.28035235,-0.13062409,-0.11320871,0.0026654047,-0.009181544,0.022059768,-0.54966253,0.05059535,-0.00046726316,-0.023189504,-0.00079609454,-0.0028385182,0.0023365617,-0.015010372,-0.0051144212,0.00055883825,0.0012937337,0.014415786,1.8504968,8.644454,6,4,11.4260435,9.1877365,0
6.3542,8.0,6.199324324324325,0.9054054054054054,1723.0,2.910472972972973,32.95,-117.12,2.181,32.95,-117.12,0.90022725,-0.10269287,0.05891609,0.012063663,0.010602819,-0.063803755,1.0322104,-0.7766247,0.90022725,1.0322104,-0.7766247,-0.063803755,0.05891609,-0.10269287,0.010602819,0.012063663,-0.22385862,-0.0053771604,0.03303979,-0.03511314,-0.024245441,-0.04139555,-0.014310896,0.002751112,-0.038089454,-0.017098993,0.0688315,0.041452795,7.3763666,1.7765423,1,0,0.743047,1.0186329,1
3.3942,4.0,5.412186379928316,1.2783751493428912,1804.0,2.15531660692951,36.81,-119.86,0.721,36.81,-119.86,-0.16213019,0.029186808,-0.076362796,-0.00044456497,0.03260079,0.33899987,-0.10253945,0.37107205,-0.16213019,-0.10253945,0.37107205,0.33899987,-0.076362796,0.029186808,0.03260079,-0.00044456497,-0.49812588,0.016278267,-0.10654068,0.016118877,-0.03090832,0.002571132,-0.026133537,-0.009103537,-0.02424097,-0.00124209,0.020350017,0.013403326,3.247895,6.389084,6,4,10.703449,9.60877,0
2.2174,38.0,3.517175572519084,1.0782442748091603,1449.0,2.765267175572519,34.16,-118.14,2.154,34.16,-118.14,-0.4953451,0.022408951,-0.17140818,0.019443989,0.0079199,-0.026454521,0.4873927,-0.15511423,-0.4953451,0.4873927,-0.15511423,-0.026454521,-0.17140818,0.022408951,0.0079199,0.019443989,0.034564704,0.027837355,-0.01628739,0.08453046,0.0077089593,-0.014471154,0.018665403,0.023270696,0.009814173,0.006063074,0.0041214637,-0.038110614,8.930975,8.966953,1,0,0.6127977,7.7394967,1
1.7054,39.0,3.900826446280992,1.0033057851239668,2047.0,3.3834710743801653,37.63,-120.97,0.588,37.63,-120.97,-0.56178194,0.034648627,-0.12793443,-0.00514129,0.026529685,-0.21680295,-0.31442544,0.5041205,-0.56178194,-0.31442544,0.5041205,-0.21680295,-0.12793443,0.034648627,0.026529685,-0.00514129,-0.3343524,0.050926454,-0.012440652,0.014464755,0.039420046,-0.014718991,-0.01962766,-0.036442965,-0.015817285,0.0005112514,0.001357004,-0.0073574483,0.93459296,7.8193197,6,8,11.998377,7.5993686,0
3.24,45.0,5.085141903171953,1.0567612687813022,1448.0,2.417362270450752,34.18,-118.34,2.269,34.18,-118.34,-0.2250619,0.009880051,-0.10309386,-0.00021799188,0.00944408,0.14399156,0.4185323,-0.08252007,-0.2250619,0.4185323,-0.08252007,0.14399156,-0.10309386,0.009880051,0.00944408,-0.00021799188,-0.0110653415,-0.030625466,-0.011542004,0.03205727,-0.012195639,-0.0024679224,0.043173805,0.023121327,0.020578235,0.0054224804,-0.009255774,-0.011700794,9.981867,6.9940257,1,0,0.49260822,5.985022,1
4.2434,37.0,4.826732673267327,0.9356435643564356,489.0,2.4207920792079207,34.03,-118.44,3.31,34.03,-118.44,0.02646748,0.019630037,-0.08790593,-0.00875531,-0.033601142,0.14238991,0.3744746,0.11982715,0.02646748,0.3744746,0.11982715,0.14238991,-0.08790593,0.019630037,-0.033601142,-0.00875531,0.30948249,-0.0038078204,-0.0030875877,-0.0031734183,-0.034838706,-0.0038474966,0.022162586,0.027582884,0.010583222,0.01653114,0.0020810217,-0.0068345666,10.555944,6.0195675,1,0,1.3246521,5.26657,1
5.282,24.0,5.918495297805642,1.0,950.0,2.9780564263322886,32.85,-117.0,1.408,32.85,-117.0,0.38878813,0.0061932094,0.05057615,-0.0087426845,-0.0030392352,-0.08326113,1.1352258,-0.67408764,0.38878813,1.1352258,-0.67408764,-0.08326113,0.05057615,0.0061932094,-0.0030392352,-0.0087426845,-0.35350707,-0.07235602,-0.014888853,-0.002294066,-0.07419181,0.011385109,0.0021485984,-0.011328042,-0.0135347545,-0.008045375,-0.014904082,0.034558773,7.379534,1.785383,1,0,-1.0327827,0.95498043,1
3.7321,41.0,4.659217877094972,0.9273743016759776,603.0,3.368715083798883,33.89,-118.08,1.675,33.89,-118.08,-0.1073171,0.053214636,-0.1222815,-0.0069745965,-0.014633726,-0.21462712,0.337133,-0.19960412,-0.1073171,0.337133,-0.19960412,-0.21462712,-0.1222815,0.053214636,-0.014633726,-0.0069745965,0.0024769157,-0.027731791,-0.028792769,0.020648643,-0.019356333,-0.02670612,0.036897257,-0.012213185,-0.0051866174,0.0076834634,0.0056913197,-0.018403187,11.2298765,8.660827,1,0,-1.9973792,6.132586,1
1.85,14.0,4.541218637992832,1.039426523297491,1077.0,3.860215053763441,36.09,-119.56,0.523,36.09,-119.56,-0.5124803,-0.075439945,-0.123269506,-0.0008129752,-0.0049096597,-0.3076758,0.09226167,0.49596825,-0.5124803,0.09226167,0.49596825,-0.3076758,-0.123269506,-0.075439945,-0.0049096597,-0.0008129752,-0.61831045,0.043480344,0.026353776,-0.029509403,-0.00386969,0.022283593,-0.00059196353,0.013066605,-0.0035858154,0.003539659,0.0071977936,0.014449209,1.6685625,7.795858,6,4,11.0088215,8.498573,0
2.4688,40.0,3.647230320699709,0.979591836734694,729.0,2.1253644314868803,33.79,-117.85,2.364,33.79,-117.85,-0.40907302,0.042308204,-0.16291517,-0.023684816,-0.027365804,0.38049233,0.47899544,-0.28305107,-0.40907302,0.47899544,-0.28305107,0.38049233,-0.16291517,0.042308204,-0.027365804,-0.023684816,-0.027107984,-0.05690653,0.030208103,0.04956065,0.02740118,-0.03933499,0.0043538064,0.03467825,0.008809477,-0.062339798,0.005560711,-0.020409435,9.383699,6.0780926,1,0,1.35569,5.9120016,1
