feat_MedInc,feat_HouseAge,feat_AveRooms,feat_AveBedrms,feat_Population,feat_AveOccup,feat_Latitude,feat_Longitude,price,Latitude,Longitude,shap_MedInc,shap_HouseAge,shap_AveRooms,shap_AveBedrms,shap_Population,shap_AveOccup,shap_Latitude,shap_Longitude,winter_MedInc,winter_HouseAge,winter_AveRooms,winter_AveBedrms,winter_Population,winter_AveOccup,winter_Latitude,winter_Longitude,umap_1,umap_2,cluster
3.7083,14.0,6.304093567251462,1.5263157894736843,382.0,2.2339181286549707,36.42,-121.91,2.1,36.42,-121.91,-0.08572779483068008,-0.12919436009550128,-0.020130071084852184,0.05582557172838241,-0.04290241522877227,0.24312702988369736,-0.022258739376794793,0.3063052199347757,-3.0527672814457656,-3.247959217809735,0.018317523986505685,0.617331628479101,-0.7000010337004474,5.8505277097647035,2.091853442294995,4.523586047035739,9.760589,4.0446215,6
2.8594,22.0,4.715214564369311,1.071521456436931,1800.0,2.340702210663199,32.76,-117.01,1.896,32.76,-117.01,-0.4682968965124831,-0.056883640105019215,-0.03152856567445424,-0.005827762774274894,0.007040206022090752,0.12365561109747476,0.5060682282621504,-0.7641358363204157,-8.52374768240733,-1.1780826014188663,-0.67823481612198,-0.03073915654323211,0.13234127063639844,1.2012775564330085,6.359374135944546,-11.08036182662116,-3.129136,8.1639385,4
1.2455,41.0,4.065217391304348,1.0869565217391304,1805.0,3.567193675889328,33.95,-118.3,1.008,33.95,-118.3,-0.7680517578187946,0.03287420750400138,-0.08112434260855302,0.026133701947975808,0.004884843560760407,-0.29682786678078943,0.2899348255585894,-0.15423909781097786,-16.275713100588725,-0.3425849099935402,-1.5341301961430127,0.5502517210725101,0.047079536128595424,-4.8457789854286775,4.530459230028396,-1.0578930240312943,-1.7598295,-3.3160682,3
2.5964,29.0,3.8279220779220777,1.0162337662337662,1255.0,4.074675324675325,34.07,-118.1,1.768,34.07,-118.1,-0.4237159363260854,0.023180195817885746,-0.0008814760596255684,-0.018239397653440393,0.0007796922255507184,-0.3009267966841049,0.3444054967388391,-0.16229620307189893,-10.623611563487401,0.5419976432560781,1.3798386161480558,-0.2079756752792825,-0.10362846365402303,-5.973182987382958,5.404878795540365,-1.1722048653984147,-2.7047412,-5.620473,3
3.6343,28.0,6.861003861003861,1.1853281853281854,721.0,2.7837837837837838,34.96,-117.08,0.798,34.96,-117.08,-0.28394436590812966,0.00189858005454555,0.05319952984151928,0.039063864561712104,-0.007841023581124724,-0.14251609451932082,-0.08983097938044271,-0.6540469315186167,-4.427935765722113,-0.4326720457441498,1.3733789429364938,0.9680324369354241,-0.638422248041257,-3.2954645619347,-3.0029082682280146,-12.224356899198838,1.9715736,5.2779965,1
2.5067,18.0,4.0807926829268295,1.1966463414634145,1391.0,2.120426829268293,36.96,-122.03,2.326,36.96,-122.03,-0.4829901273080003,-0.05816926977562287,-0.03173430433358284,0.02358531231899252,0.010914524506231168,0.3938609828643471,-0.029356040469815547,0.3280701515896036,-10.142733283272252,-1.3672973385984315,-0.2252463135534307,0.5456371388252758,0.24221340688055606,6.343715497432978,2.016924481482532,5.670410998645818,11.192314,-0.29443595,7
3.5585,16.0,4.560869565217391,1.108695652173913,2165.0,3.13768115942029,33.07,-117.3,2.848,33.07,-117.3,-0.16458390239176698,-0.06427112057655478,-0.028403113401856833,0.02596669851161785,0.012383780830718132,-0.1289647988856102,0.5365739836763521,-0.551807975506343,-4.008562902609814,-0.6717541519420838,-0.22220749699254114,0.3692925017340564,0.0953535714159727,-3.4314784177615656,5.6661162909389535,-5.058888349651836,-1.9828025,8.660555,4
2.0076,38.0,5.330561330561331,1.135135135135135,1301.0,2.7047817047817047,35.64,-120.69,1.14,35.64,-120.69,-0.7814799062936488,0.03578231900432411,-0.08166827183865116,0.04225103271813347,0.008034145382105652,-0.07235622952073406,-0.1743280347975559,0.08510709343616057,-14.150383629328385,0.06774091347179423,-1.6669849025751844,0.7734255920104935,0.24241142149179584,-1.2269996170674589,-2.370365518195018,-0.4420012980053512,10.674083,-1.6309626,7
4.7188,29.0,6.511278195488722,1.037593984962406,341.0,2.56390977443609,37.95,-122.04,1.971,37.95,-122.04,0.17634258645551976,0.016039730364629853,0.05242607272430875,0.0027164785088878095,-0.04584742978048548,0.05536552774911418,-0.6579549478222053,0.20506765471019708,4.395564457915507,0.03877158512781261,1.7508153183678112,-0.06811183542368118,-0.5414567251009756,1.2589405586566085,-11.718768046546996,0.9673581452032703,16.254217,3.038202,0
4.6964,31.0,6.316770186335404,1.0403726708074534,966.0,3.0,36.59,-121.91,2.913,36.59,-121.91,0.22928084682999253,0.021859317131389742,0.0008241646814464533,0.002679930542102423,0.007589873521506361,-0.18409921942536997,0.004049218481602472,0.2894336162527527,4.8361950215108545,0.4169534374947638,0.22706959155313614,0.047860205584562526,0.19091459793264212,-3.5090189732044577,1.704714639131042,3.5176664403059146,11.263682,3.9181979,6
6.597,33.0,7.01673640167364,0.9539748953974896,629.0,2.6317991631799162,32.72,-117.25,4.964,32.72,-117.25,1.4356937246472739,0.14393387222934304,0.1506432071322951,-0.03886719773377942,0.021084238780766703,0.10939670948294948,0.49366393745822085,-0.32210408374264277,23.673424547606416,5.173752811936479,2.958178421985312,-0.917871187222682,1.057945452302969,5.264857294083709,5.988561543476385,-3.32996071908009,2.8489425,12.271903,5
6.1593,41.0,6.2154696132596685,1.0773480662983426,356.0,1.9668508287292819,37.89,-122.25,3.44,37.89,-122.25,0.9939632981062763,0.25262077867835414,-0.024070712945773017,0.004989758283313196,-0.11790217096485539,0.5417288301677446,-0.3296386570279928,0.3332847962951273,18.293675844888625,7.381041882097174,-0.05022332801760192,0.5153477911983492,-3.8819719076770527,11.603891568275307,-3.3667075071613333,2.604464068240416,11.9052305,7.38597,2
3.0278,52.0,5.172932330827067,1.0857142857142856,1663.0,2.5007518796992483,37.78,-122.49,3.563,37.78,-122.49,-0.4629983645729501,0.12198732305041105,-0.06561544924526588,0.006694264372916947,0.012195536897315248,0.15069260240482274,-0.05498225165891544,1.030384275917039,-8.64171001490104,1.88122897758935,-1.7841550241182045,0.2489384904149849,0.22774189960855326,0.3256589257768403,2.2597804635813645,20.24967502535561,8.805367,6.752743,6
1.2275,38.0,4.04679802955665,1.2044334975369457,1196.0,2.9458128078817736,34.53,-117.3,0.641,34.53,-117.3,-0.8382201280018202,0.03549482013934032,-0.08752333106386562,0.03726065226411699,0.0063215061223146525,-0.09725609494284428,-0.021920860587391122,-0.5535916697516379,-15.851310396422603,-0.02106929763946004,-1.496867649260404,0.9122123821593343,0.04442646815998722,-1.60924751457958,-3.4735569722468287,-8.893289136606192,1.8809446,4.1263704,1
3.9156,23.0,5.473107569721115,1.1364541832669324,2873.0,2.8615537848605577,33.85,-118.03,2.241,33.85,-118.03,-0.050885509591439844,-0.010512814053550314,-0.05830779502218226,0.04368788591455404,0.009650016648449321,-0.10077198467939155,0.3102349008981715,-0.14224188265554893,-0.7266205820107671,0.10173199201627116,-0.8179677240995739,0.811864305514896,0.13288863319311203,-2.2071464941257934,3.938899389919133,-1.2165931712260196,-5.267915,-0.09270033,3
4.2472,36.0,5.632768361581921,1.0338983050847457,1793.0,2.5324858757062145,37.7,-122.54,2.925,37.7,-122.54,0.20400289680040123,0.05165690793405828,-0.026153221638342317,-0.004401294560641978,0.011367499959554378,0.12467356215983272,-0.10655069290466164,0.874836905594257,3.7311176433524254,0.8781190466071289,-0.21863089381972003,0.13623427127155543,0.22351116369043583,2.2137427672037417,0.4941081399456131,15.130449128637963,9.71652,6.6460524,6
7.9976,52.0,7.742465753424658,1.0438356164383562,924.0,2.5315068493150683,34.13,-118.13,5.00001,34.13,-118.13,2.002125041590404,0.15898471768358297,0.15409548229603734,0.030028218956339104,0.025719144190750776,0.1300510832930693,0.30773051509958727,-0.07165859347168,39.510977750667855,3.4997376209909294,2.4960226607179536,0.7890856317718846,0.9633835939534312,2.8174481180872513,3.7788285222474043,0.8860282943252042,3.7499514,12.93863,5
15.0001,26.0,12.5,1.25,17.0,4.25,37.13,-121.96,4.0,37.13,-121.96,1.9705913231583423,0.0027150746163843407,0.2435699498291325,-0.0446664348322798,-0.6485119993845673,-0.04768817253571859,-0.05799077423968652,0.28815157302465855,46.76915008931558,-0.4547015024002626,6.402209700660442,-2.115916966921785,-19.208547482835023,-3.304324304301661,0.1901643028645411,5.845376956343504,12.369119,8.685595,2
2.5326,20.0,6.292490118577075,1.2924901185770752,647.0,2.5573122529644268,39.05,-122.86,1.368,39.05,-122.86,-0.5617074965814391,0.01246478761838112,-0.05622826376627315,0.006286567297707518,0.003258082790030232,0.037981646293188016,-0.7542319286196197,0.4502666664941696,-10.355578021990025,0.7241302472486669,-1.4304409426328408,0.21271456013762544,0.11556266640740823,-0.20662708421570064,-13.644887503345029,7.3469273089127665,16.60876,-1.4079595,0
3.2633,21.0,5.265270506108203,1.0514834205933683,3795.0,3.31151832460733,32.61,-117.05,1.297,32.61,-117.05,-0.22132585032386565,-0.025875681421909408,-0.06171521798716288,-0.005264215875787927,0.009731390194867367,-0.17821145140250563,0.5046646609017049,-0.7370453628702628,-4.399193045486855,-0.2888897608363908,-1.4254955360443087,-0.03073915654323211,0.1479104498865587,-4.110185257652563,4.892993262587472,-9.087235531609117,-2.1340594,8.659104,4
5.0829,5.0,5.972014925373134,0.9925373134328358,2061.0,3.845149253731343,32.69,-117.03,1.794,32.69,-117.03,0.20094883907614264,-0.14912601951445562,-0.034955557592986165,-0.016557613782600834,0.03465213014789371,-0.25674888191461076,0.4484111282659798,-0.6073591244411273,5.483121651548226,-3.0176276186232185,-0.6635914639588314,-0.3727057982408012,0.8199262809888268,-6.420895402441623,3.652253427422646,-7.095183071810507,-0.61695385,8.672821,4
3.2338,34.0,5.177570093457944,1.016822429906542,1409.0,2.633644859813084,38.14,-121.29,1.018,38.14,-121.29,-0.28436093275976715,0.011691928552892899,-0.06450081745686324,-0.015437881693272329,0.009133265880587917,-0.05152281703696233,-0.6100441692382729,0.08685388389275517,-4.421790986619882,-0.47248510226178,-1.2734699035699917,-0.2662365710320221,0.16979455615022693,-2.5979901172290476,-8.121589068075544,-1.3799836045399703,18.009092,1.684425,0
1.84,45.0,3.9836065573770494,1.0585480093676816,1484.0,3.4754098360655736,33.99,-118.3,0.914,33.99,-118.3,-0.7097374562381275,0.03378884229719736,-0.0816932729054336,0.007082888077249935,0.0026117144407091365,-0.2805326687296308,0.29386684075251235,-0.15421086000656076,-14.991771974692512,-0.31352348101287897,-1.4512393966891821,0.16253811802603177,-0.01076019641976838,-4.6848642015628625,4.572355654379673,-1.0592139682701909,-1.7781926,-3.4889174,3
4.7,39.0,5.533333333333333,1.0405797101449274,867.0,2.5130434782608697,34.0,-118.45,3.347,34.0,-118.45,0.22544798493625673,0.11649339103273083,-0.04529912180488665,0.00709221481862033,0.003895065287596075,0.1335670702487658,0.4463923595973908,0.17009437741969594,4.536135152936323,3.571892717276467,-0.4340722864080784,0.1334437673374381,0.15659069601369446,2.136300508546475,5.442622688508172,5.610753586512915,-4.4248343,3.2943733,3
