feat_MedInc,feat_HouseAge,feat_AveRooms,feat_AveBedrms,feat_Population,feat_AveOccup,feat_Latitude,feat_Longitude,price,Latitude,Longitude,shap_MedInc,shap_HouseAge,shap_AveRooms,shap_AveBedrms,shap_Population,shap_AveOccup,shap_Latitude,shap_Longitude,umap_1,umap_2,cluster
8.583,5.0,7.2727272727272725,1.0995670995670996,617.0,2.670995670995671,33.49,-117.71,3.977,33.49,-117.71,1.9747589091596467,-0.2956083945314765,0.04476847353457129,0.049397441680205614,0.08886218792321242,-0.0008096979062802408,0.2887986935450603,-0.28735837177106843,-2.9952786,6.9008574,-1
5.7578,20.0,6.630366492146597,1.037696335078534,2668.0,2.793717277486911,36.58,-121.86,3.477,36.58,-121.86,0.9868422891265932,-0.007986346536119068,0.014952876521132127,0.009640883617918697,0.044798777942433296,0.0021850291352198134,0.028576400907976782,0.11695846607322974,5.2924085,3.5674288,2
3.055,6.0,5.528,1.0346666666666666,826.0,2.2026666666666666,38.52,-122.76,2.241,38.52,-122.76,-0.30133690793895246,-0.031112316465260817,-0.06112093780475009,0.022389334108398613,0.006292182679436808,0.21903458106123297,-0.4667875727549816,0.46761121422338126,6.372434,9.289753,0
2.401,37.0,4.492581602373887,1.0,1121.0,3.3264094955489614,37.97,-121.22,0.584,37.97,-121.22,-0.6257006276358356,0.006833430143784549,0.023129235257067938,-0.0750237224216474,-0.0039182751585508805,-0.2258157066168781,-0.3663816968921449,-0.009280401805771405,7.640743,10.765623,0
1.6806,46.0,3.948936170212766,1.004255319148936,790.0,3.3617021276595747,32.67,-117.11,0.925,32.67,-117.11,-0.9832609969030327,0.05774711974022,0.0021462085013362942,-0.06242384662525243,-0.04551223134438855,-0.21860354119546122,0.30216421079494366,-0.3008906149250263,12.832176,10.041488,-1
5.5101,35.0,6.13968253968254,0.9746031746031746,905.0,2.873015873015873,34.19,-118.62,2.674,34.19,-118.62,0.5553154737073488,0.0935773515526296,-0.0020454132690452442,-0.07547702491103835,-0.04800364914618272,-0.14509380168038297,0.20008661633066907,-0.053962621326747805,7.2780013,2.8873715,2
5.8587,52.0,5.885922330097087,1.0558252427184467,962.0,2.3349514563106797,34.04,-118.43,4.947,34.04,-118.43,1.0527238513166728,0.46142891768126315,0.044808372440195504,0.09364007862835944,0.08084216694617563,0.4451849595945618,0.4081264578248363,0.10277940231276132,6.1809373,2.8989093,2
4.4821,35.0,5.9879310344827585,0.9706896551724138,2091.0,3.6051724137931034,33.84,-118.02,2.141,33.84,-118.02,0.1424896891749426,0.031789222151277066,-0.0035225275538219324,-0.060517470259462636,0.011317232550010778,-0.3421412291884315,0.2158455109481564,-0.09465238964799025,9.045829,3.8947117,1
3.066,17.0,5.346303501945525,1.0817120622568093,1174.0,2.2840466926070038,39.71,-121.71,1.026,39.71,-121.71,-0.4453321785172919,-0.058278118331077114,-0.07559851141398168,0.036471418659539595,0.024208471071370617,0.16771228525592358,-0.7635614200236209,0.09748206562277374,5.887646,9.66388,0
2.32,25.0,4.517676767676767,1.3535353535353536,1134.0,2.8636363636363638,38.95,-119.94,0.913,38.95,-119.94,-0.6214530048027157,-0.013300506294139905,-0.0189490109910976,0.05043312971712459,-0.001162029565171255,-0.043186233796570356,-0.4435561697068545,-0.05860000032408552,7.1950574,10.752391,0
2.2083,52.0,4.107438016528926,1.0909090909090908,547.0,4.520661157024794,34.03,-118.21,1.463,34.03,-118.21,-0.816877481842681,0.2584710974512888,-0.006283326813091449,0.03498769280056767,0.05414598324171788,-0.3336739000387858,0.33094115658683027,-0.084043442908097,13.463503,9.722296,1
4.5769,35.0,5.891447368421052,1.0592105263157894,988.0,3.25,37.73,-122.42,2.545,37.73,-122.42,0.16661776211871324,0.025672376812003517,0.03820560706641647,0.018243350836349058,-0.014321315055424812,-0.274574541804106,-0.018679481261887457,0.5424612440571891,7.1316295,5.8478594,2
4.1933,6.0,6.674351585014409,1.085014409221902,1851.0,2.6671469740634004,34.48,-117.26,1.631,34.48,-117.26,0.003263506905674933,-0.2763393044282301,0.029690288588094863,0.02805841305201706,0.02202278059724908,-0.03660984042818032,0.021060000803102618,-0.357459719138806,8.880184,3.144332,1
6.5945,21.0,8.132992327365729,1.1099744245524297,1413.0,3.6138107416879794,33.9,-117.88,2.773,33.9,-117.88,1.0771866777943797,-0.03697751730349369,0.10698564572869074,0.056802276958452046,-0.013071004166979596,-0.3723366434688165,0.1428005634380639,-0.09912566192957904,5.1879063,2.9508104,2
3.3675,33.0,4.84144645340751,0.9847009735744089,1726.0,2.400556328233658,32.78,-117.02,1.582,32.78,-117.02,-0.25463003762410985,-0.020467270408845037,-0.05557098027464796,-0.08902804642768959,0.029413595014995596,0.14962432751255053,0.3214325974999675,-0.4487464833199243,11.057999,9.486804,1
6.0433,20.0,6.470756062767475,1.0099857346647647,1812.0,2.5848787446504993,38.07,-122.41,4.359,38.07,-122.41,1.1782508280204544,-0.0013525850576150862,0.05026395458939007,0.03070272918679961,0.19791024207638774,0.27016594690428647,-0.29394467635154964,0.4326802238369217,5.0521393,3.9625146,2
9.3959,52.0,7.512096774193548,0.9556451612903226,1366.0,2.754032258064516,37.85,-122.24,5.00001,37.85,-122.24,2.2618541665764695,0.3598741038520734,0.04232295016126423,0.01773338745998153,0.02795440855612318,0.0013877484090123638,-0.22869126341479848,0.1386813666148446,-3.2755926,7.33497,-1
1.6591,52.0,2.5,0.8181818181818182,65.0,2.9545454545454546,32.73,-117.17,1.125,32.73,-117.17,-1.0219634027066722,0.20232484478243146,0.12094848399978736,-0.125492078342092,-0.05939910243532547,-0.07214643298254039,0.3533954951744737,-0.4550618865634636,12.010486,10.326798,1
2.0324,35.0,4.216666666666667,1.0208333333333333,633.0,2.6375,36.78,-119.81,0.555,36.78,-119.81,-0.7299656971131501,0.008649019693692512,0.0068173532225512985,-0.008985388459359266,0.012144872258768646,0.0022046483677878948,-0.20306405056549157,-0.24712772524319807,8.832686,10.094355,0
3.1304,44.0,4.181208053691275,1.0251677852348993,1951.0,3.273489932885906,34.15,-117.99,1.856,34.15,-117.99,-0.3446015995003805,0.13030269549780502,0.03332006653540752,-0.01057437064578795,0.009320324804261747,-0.31802116907159683,0.2731881503130296,-0.08437231055443814,12.772073,8.0786295,1
1.8875,34.0,4.247126436781609,1.0603448275862069,1735.0,4.985632183908046,34.02,-118.19,1.367,34.02,-118.19,-0.7039187426382503,0.0056627700137871495,0.03808283000380772,0.011894716544236163,-0.01059070494251517,-0.3230560996135172,0.2655355950469505,-0.11880428073755524,13.686251,9.362902,1
2.2917,44.0,3.514018691588785,0.8130841121495327,273.0,2.5514018691588785,34.09,-117.28,0.908,34.09,-117.28,-0.7811098188748726,0.05271507963785295,0.11555295817613156,-0.15189047522160573,-0.01810001526043899,0.05227319782181417,0.11625905906154599,-0.46950467420646735,11.327222,10.252613,1
13.2935,27.0,7.607142857142857,1.012672811059908,2336.0,2.6912442396313363,34.11,-118.49,5.00001,34.11,-118.49,2.1883979336983335,0.15297109773288456,0.05163152058235338,-0.004076838973323458,0.030203384233359106,0.014411243075091404,0.24208342806970598,0.0253144880695459,-3.0272171,7.3399243,-1
4.3897,14.0,7.451612903225806,1.1612903225806452,108.0,3.4838709677419355,38.93,-122.61,0.713,38.93,-122.61,-0.0848573772891423,-0.25466196019627135,-0.025057328613604664,0.011021475453592416,-0.25642980016171885,-0.22801237527270535,-0.5216610384824552,0.17188370253194762,6.6135926,7.9599743,0
4.7109,35.0,5.92,1.0057142857142858,1001.0,2.86,37.62,-122.03,1.987,37.62,-122.03,0.17847591673748234,0.01804117532078114,-0.09939820165981784,-0.09185512579835302,-0.016510598314472408,-0.09325442847803078,-0.09085451157419794,0.14112257071028705,6.976841,5.0564613,2
2.2917,14.0,6.105590062111801,1.0124223602484472,399.0,2.4782608695652173,39.22,-121.24,1.451,39.22,-121.24,-0.5666137222838126,-0.053390386276605875,-0.04148340380129149,0.025928940871567677,-0.03496959566172082,0.11755916191470403,-0.3236654214569744,0.04297120052485008,7.183438,10.354651,0
2.625,19.0,4.870307167235495,1.0614334470989761,1026.0,3.5017064846416384,36.3,-119.2,0.57,36.3,-119.2,-0.6764114620024918,-0.030726552318320367,-0.10017553239696468,0.013083377938729567,-0.02263275425837183,-0.3051472060384082,-0.18341000547731928,-0.25485417417962314,8.854942,10.315151,0
1.9871,35.0,5.1248073959938365,1.0724191063174113,2511.0,3.869029275808937,38.62,-121.46,0.609,38.62,-121.46,-0.7481759669517914,0.005604312712070026,-0.11254727031204395,0.012353984341777193,0.04059552792975459,-0.22228732452245056,-0.3724364037387093,-0.003992027480345035,7.803235,10.809283,0
1.3571,36.0,3.982689747003995,1.0945406125166446,2378.0,3.166444740346205,34.12,-117.28,0.706,34.12,-117.28,-0.9999058275222071,-0.0038562281721258806,-0.0004854321238984063,0.019423457217491474,0.025026093179673123,-0.186446002369921,0.05388301177338706,-0.28862967738108575,9.085253,10.9693575,0
2.8167,52.0,4.145985401459854,1.0170316301703164,1336.0,3.2506082725060828,37.35,-121.88,1.835,37.35,-121.88,-0.6304938676782407,0.2989232627873084,0.025827417169534992,0.04464655266396895,0.0071290387176964065,-0.24532196816456417,-0.0035261548407364367,0.1395682424593768,8.014447,9.739713,0
4.3571,51.0,2.813813813813814,1.045045045045045,527.0,1.5825825825825826,34.11,-118.34,4.688,34.11,-118.34,0.3296623504794754,0.5189321693856381,0.17858731407831754,0.08512284156054596,0.08358249359810105,0.8001773608769029,0.4744754244901001,-0.009380385783704865,10.790422,4.8977385,1
2.8043,16.0,5.158227848101266,0.989451476793249,721.0,1.521097046413502,37.99,-122.06,0.875,37.99,-122.06,-0.635945602832858,-0.04819094939743276,-0.13137769178617068,-0.108611387294983,-0.02257268017766049,0.1837232850323749,-0.5168605478397463,0.14097318045436366,6.4773774,10.47261,0
3.9659,33.0,5.322314049586777,1.0661157024793388,334.0,2.760330578512397,40.73,-124.1,1.118,40.73,-124.1,-0.28416529509164545,-0.03119021682357116,-0.05446287065701843,0.011173128244903269,-0.04649174573199421,0.0013101036621046916,-0.8484495427624147,0.2866799359686804,5.7988324,9.534545,0
6.0901,8.0,7.5360623781676415,1.050682261208577,1555.0,3.0311890838206628,37.95,-122.01,2.982,37.95,-122.01,1.0581598099161895,-0.2116386599194481,0.051822344382847677,0.04831322956004323,0.012915743784833181,-0.06927681995427126,-0.31187883846333153,0.08162316505264001,5.1100464,4.033461,2
3.6691,35.0,6.175438596491228,1.087719298245614,184.0,3.2280701754385963,33.97,-117.51,1.375,33.97,-117.51,-0.2698892535247877,-0.03609236348875766,-0.025794106371113082,0.021551479473933606,-0.01508114084080344,-0.2085755330802943,0.10546885744364877,-0.34099064633570914,10.540561,9.103932,1
2.5536,23.0,5.48,1.2114285714285715,425.0,2.4285714285714284,40.81,-124.11,0.961,40.81,-124.11,-0.6857988467048095,-0.003329266392266432,-0.08444211516070475,0.024881845222207568,-0.017892076019165162,0.09458893965949672,-0.7495144874933986,0.24392683731104817,5.867706,10.241238,0
2.375,32.0,3.2567567567567566,0.918918918918919,1799.0,4.8621621621621625,33.79,-118.25,1.28,33.79,-118.25,-0.5984830405022388,0.004072912058306085,0.143825511672626,-0.1005296599419328,-0.0023596895740315127,-0.33566702576977736,0.2409720629213037,-0.12071834528438145,13.788426,9.1131,1
5.7396,16.0,6.653846153846154,0.9461538461538461,403.0,3.1,36.97,-121.59,3.087,36.97,-121.59,0.8784719625308487,-0.12611396900987734,0.06044648713600059,-0.06459298599547804,0.09825104564034193,-0.015875919919579696,-0.004376974769438534,0.1007941686330023,5.426276,3.8074217,2
4.7569,19.0,5.701812191103789,1.044481054365733,2790.0,4.596375617792422,36.96,-121.75,1.908,36.96,-121.75,0.20176052621451432,-0.0426179892800762,-0.056116657782988175,0.015920369106675658,0.028847342540966377,-0.2731817135862587,-0.05652454012585139,0.09617675257082323,6.982518,4.998604,2
3.8147,19.0,5.024813895781637,1.0272952853598014,1663.0,4.126550868486352,33.14,-117.2,1.392,33.14,-117.2,-0.22473258270575414,-0.08188813721313262,-0.06346052119742326,0.006849724789649804,0.01077012034746045,-0.24020955580617862,0.26794451081477005,-0.31523379147361347,10.934036,8.862096,1
1.6351,23.0,4.9950248756218905,1.099502487562189,697.0,3.4676616915422884,32.79,-115.55,0.596,32.79,-115.55,-0.9696896219435832,-0.025422456111463335,-0.08405115677543366,0.017703301617622683,0.00028165377470067984,-0.20399633333679926,0.29849015009216656,-0.48810560086667687,12.073541,10.264509,1
3.7844,4.0,3.958795562599049,1.2282091917591125,1213.0,1.9223454833597464,37.25,-121.87,1.839,37.25,-121.87,-0.06831300178277568,-0.21390087015241407,-0.04001593826467634,0.004617717354673046,-0.003629209634219388,0.3267207768540637,-0.040022617673895075,0.15937909066083011,7.812725,7.238685,-1
1.3125,10.0,4.438356164383562,0.9680365296803652,773.0,3.529680365296804,33.94,-117.28,1.357,33.94,-117.28,-0.7528436419765981,-0.08430212911476168,0.014378712801889605,-0.017338303303478002,0.004550770165935059,-0.14514950516793385,0.12940252002481653,-0.1628946905795818,10.758416,9.989003,1
2.4964,32.0,5.79020979020979,1.1083916083916083,1037.0,3.625874125874126,37.37,-120.75,0.888,37.37,-120.75,-0.6853092186614662,0.0036948597843355396,-0.11142704220261306,0.0187676584131115,-0.014464118603526182,-0.30574869725307174,-0.1490619062157324,-0.03929969922837474,8.5164175,10.337424,0
2.096,34.0,2.466893039049236,0.99830220713073,1987.0,3.3735144312393888,34.05,-118.3,1.875,34.05,-118.3,-0.5382056918027521,0.011059670667112727,0.35711904933575916,-0.06856049326666004,0.016989055681636275,-0.34644546623027134,0.2782534310894964,-0.08350250266443299,13.85416,8.972519,1
3.8047,13.0,4.079741379310345,1.0495689655172413,1018.0,2.1939655172413794,37.26,-121.88,2.047,37.26,-121.88,-0.09290391223374232,-0.21116789208911682,-0.038562322338892584,0.027882045015864745,-0.005456923712197392,0.30083820819202994,-0.03618669697776731,0.1622510193847145,7.828795,7.307313,-1
1.625,25.0,6.338842975206612,1.7024793388429753,301.0,2.487603305785124,40.77,-123.28,0.792,40.77,-123.28,-0.9348222181571055,0.010845681912627716,-0.04901105684069812,0.08618895449274622,-0.070989539836104,0.08383863394985233,-0.7331291530114837,0.1930182180322116,5.8872595,10.365938,0
3.7527,38.0,4.410596026490066,1.0364238410596027,1627.0,2.693708609271523,33.87,-118.18,1.619,33.87,-118.18,-0.18639369908312556,0.12459852378707702,0.01897135470512443,-0.0018813303051933058,-0.0013908851773723689,-0.011792803611782953,0.32217041510492567,-0.09786642400521614,12.325946,7.0981364,1
4.0729,38.0,5.271875,1.0484375,1906.0,2.978125,34.13,-118.01,2.123,34.13,-118.01,-0.15288478402222308,0.125986999364351,-0.04716945055925288,0.021909192884601046,0.005024712951132356,-0.11502006207328828,0.2493627609871031,-0.0647910540336715,12.474767,7.311929,1
3.942,47.0,5.379069767441861,1.0069767441860464,947.0,2.202325581395349,37.94,-122.34,1.433,37.94,-122.34,-0.2551096331251591,0.07551097515254025,-0.0410401351146919,-0.09885580266045856,-0.01727695697885841,0.23002495791740166,-0.7093760673739954,0.2152208422304364,5.9788246,9.440044,0
3.962,43.0,4.536723163841808,1.152542372881356,862.0,2.4350282485875705,34.0,-118.45,3.458,34.0,-118.45,-0.10255027549722481,0.21221802799280537,-0.041066557853716525,0.06033902792864743,-0.02862424952467474,0.2027259224591904,0.45719725952859547,0.09767067100052869,10.855293,5.4117146,1
2.6607,16.0,6.151468315301391,1.054095826893354,3174.0,4.905718701700154,32.82,-117.11,1.75,32.82,-117.11,-0.5414482396910706,-0.06927839186270215,-0.03915692793448143,0.022502137913295767,0.16046477200449363,-0.1729542047030281,0.32283894822905357,-0.3509615873320475,11.01614,9.554868,1
1.815,52.0,2.8531468531468533,1.0,313.0,2.1888111888111887,32.73,-117.17,1.167,32.73,-117.17,-0.9277568637392066,0.1930806174555351,0.10529586946038672,-0.1651376809983369,-0.039380535803148924,0.20384104960558025,0.3578439570888311,-0.6381248660163049,11.763678,10.338639,1
4.7426,19.0,5.871428571428571,1.022857142857143,1064.0,3.04,37.93,-121.66,2.631,37.93,-121.66,0.1994422892283752,-0.013977547428414424,0.03462120378033348,0.014198095609936274,-0.002583295495976854,-0.08036632795498595,-0.1549357904491599,0.13382262229637074,6.873462,5.1413403,2
1.8816,33.0,7.871794871794871,1.8241758241758241,631.0,2.311355311355311,41.06,-122.34,0.658,41.06,-122.34,-0.7427235960627877,-0.03569438050246271,-0.029744976364178305,0.06294089528368324,-0.038814503923458754,0.06015505852840415,-0.8244131977988244,0.13519634964304364,5.784765,10.328048,0
3.1012,34.0,3.6923076923076925,0.9467455621301775,1960.0,5.798816568047338,33.9,-118.18,1.404,33.9,-118.18,-0.3818227806666926,-0.01163538498192139,0.06596740920651227,-0.08272793911508693,0.009906552176679198,-0.30541805044366077,0.24538758354686713,-0.12079196790992636,13.099053,8.109523,1
6.746,5.0,7.080645161290323,0.9650537634408602,1173.0,3.153225806451613,34.05,-117.14,2.041,34.05,-117.14,0.9688156628743224,-0.2712925973311521,0.0595773696020776,-0.09026289281338339,-0.012822997441184794,-0.3315546564875514,0.0762874485617736,-0.31496758559863536,5.096164,2.7405636,2
2.8727,25.0,4.365346534653465,1.007920792079208,4579.0,4.533663366336634,34.23,-118.55,2.451,34.23,-118.55,-0.30677918790261693,-0.035816143742543945,0.05449200873797602,0.01812059315738614,0.17197667790954801,-0.22460869838727132,0.21147887471427737,-0.019312591928570547,13.043892,7.793369,1
4.1797,43.0,6.344569288389513,1.0599250936329587,674.0,2.5243445692883895,34.15,-118.03,4.868,34.15,-118.03,0.3035915231049638,0.3804744959735198,0.1136612399318777,0.03323520997907125,0.14032492785865147,0.3467991791195444,0.4815839976288827,0.024042879071871623,10.655933,4.8317847,1
6.2609,8.0,7.468879668049793,1.020746887966805,1421.0,2.9481327800829877,32.77,-116.9,3.071,32.77,-116.9,1.0499593823854578,-0.26183379023147124,0.06888605195673594,0.017662602288276184,0.018495925100889838,-0.07087438912662931,0.28628070940353617,-0.3104556537598587,5.1764026,2.5894895,2
4.2759,33.0,5.513119533527697,0.9737609329446064,932.0,2.717201166180758,33.81,-117.94,2.38,33.81,-117.94,0.1020735407370446,0.026089277567602574,-0.044006849535666116,-0.07097981585414416,-0.030928210438328555,-0.013341661411824962,0.2588469762716597,-0.04500534461727992,9.569606,4.1558995,1
3.1378,13.0,4.135957066189624,1.0590339892665475,2038.0,3.6457960644007157,33.92,-117.95,1.37,33.92,-117.95,-0.29277674832668243,-0.16645506540521926,0.02278606566798114,0.009970378062359089,0.0008343740438910234,-0.2872645134800179,0.21914185741908568,-0.09869599523451619,13.044826,7.9474607,1
6.5764,17.0,6.55511811023622,0.9724409448818898,755.0,2.97244094488189,33.89,-117.95,3.49,33.89,-117.95,1.1244615248030763,-0.11585300479445577,0.03469646062463969,-0.07604315860350523,0.043881951525101326,-0.03719081731408354,0.18681286818297854,-0.057090346121286106,5.2572412,2.8022594,2
4.6071,30.0,6.114180478821363,1.0847145488029466,1470.0,2.707182320441989,37.97,-121.99,1.841,37.97,-121.99,0.11880695307053793,0.04075081368917293,-0.0068410721346924075,0.024251948095059244,0.016578129440205435,-0.03361086662606418,-0.44272141541977905,0.12253015518206894,6.4946423,7.3346148,-1
3.6094,42.0,4.900990099009901,0.9570957095709571,971.0,3.2046204620462047,37.95,-122.35,1.146,37.95,-122.35,-0.2619391752104216,0.05736281038808743,-0.049146490888601735,-0.05254685342813406,-0.07499670053275474,-0.2325025512872762,-0.4869286299080676,0.16556567370879616,6.460456,8.468374,0
3.1625,16.0,5.99234693877551,1.1377551020408163,1302.0,3.3214285714285716,37.68,-120.97,1.303,37.68,-120.97,-0.40345447588313665,-0.10129409532920919,-0.06343391793976678,0.04299231733326657,-0.005568596411697877,-0.2810298552868782,-0.2054307443361681,-0.05330165191085959,9.045171,9.151042,-1
4.7625,13.0,5.265206812652068,1.002433090024331,1087.0,2.6447688564476888,37.41,-121.95,1.375,37.41,-121.95,0.04972479310583528,-0.28586963876463073,-0.036595890525076114,-0.0922174545229647,-0.010333611032180704,-0.008355291999575526,-0.0408839019442244,0.13447495229263745,7.607725,7.237387,-1
2.817,19.0,6.108695652173913,1.1603260869565217,1207.0,3.279891304347826,33.72,-117.29,1.1,33.72,-117.29,-0.5834551613090065,-0.03232048729421682,-0.05391720349221844,0.04056431237139211,-0.012140276835640871,-0.19257467417596366,0.12395131026967948,-0.33574078264451973,10.693999,9.914344,1
4.8,20.0,5.430232558139535,1.1046511627906976,229.0,2.6627906976744184,37.08,-122.04,2.615,37.08,-122.04,0.22131172594795967,0.019475858218065384,-0.03205030380578674,0.025092356252289352,0.01598502064838482,-0.02862231549903238,-0.04848936758807929,0.16284288242496395,6.9513884,5.1927443,2
3.9559,42.0,4.6528662420382165,0.9617834394904459,986.0,3.140127388535032,33.88,-117.99,1.611,33.88,-117.99,-0.16116527846545187,0.1523505826513498,0.02643908062806737,-0.058279158583136474,-0.03247774829437215,-0.3633017707611546,0.22571472597378878,-0.07665158337059338,12.670321,7.7352977,1
